,Id,Marital,Education,Default,Balance,HHInsurance,CarLoan,Communication,NoOfContacts,DaysPassed,PrevAttempts,Outcome,CarInsurance,age_group,duration_status,Month,Job_admin.,Job_blue-collar,Job_entrepreneur,Job_housemaid,Job_management,Job_retired,Job_self-employed,Job_services,Job_student,Job_technician,Job_unemployed
378,379,1,3,0,0,0,0,1,4,0,0,0,0,1,0,8,0,0,0,0,0,0,0,0,0,1,0
381,382,1,1,0,2,1,0,1,1,0,0,0,0,1,0,4,0,0,0,0,0,0,0,1,0,0,0
382,383,1,1,0,0,0,0,1,2,0,0,0,1,4,1,11,0,0,0,0,0,1,0,0,0,0,0
383,384,1,1,0,0,0,0,1,8,0,0,0,0,1,0,8,0,0,0,0,0,0,0,0,0,1,0
385,386,1,1,0,0,1,0,1,6,0,0,0,0,3,0,5,1,0,0,0,0,0,0,0,0,0,0
386,387,1,3,0,0,1,0,1,5,1,4,0,1,1,0,5,0,0,0,1,0,0,0,0,0,0,0
387,388,0,1,0,0,0,0,1,1,0,0,0,0,2,0,6,0,1,0,0,0,0,0,0,0,0,0
389,390,1,1,0,2,0,0,1,3,0,0,0,1,1,0,12,0,0,0,0,0,0,0,1,0,0,0
390,391,0,1,0,3,1,0,1,2,0,0,0,1,0,1,5,0,1,0,0,0,0,0,0,0,0,0
391,392,1,1,0,1,0,0,1,2,0,2,0,0,1,0,8,1,0,0,0,0,0,0,0,0,0,0
392,393,1,2,0,0,1,1,1,1,0,0,0,1,3,1,5,0,1,0,0,0,0,0,0,0,0,0
393,394,1,2,0,1,1,0,1,3,0,0,0,0,2,0,6,0,0,0,0,0,0,0,0,0,0,1
394,395,1,2,0,0,0,0,1,1,0,0,0,1,0,0,4,0,0,0,0,1,0,0,0,0,0,0
396,397,1,1,0,0,1,0,1,4,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,1,0
397,398,0,3,0,0,1,0,1,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
398,399,2,1,0,0,0,1,0,1,0,0,0,0,1,0,10,0,1,0,0,0,0,0,0,0,0,0
399,400,0,1,0,2,1,0,1,1,0,0,0,1,1,1,11,1,0,0,0,0,0,0,0,0,0,0
400,401,1,1,0,0,1,0,1,1,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0
403,404,0,3,0,0,1,0,1,1,0,0,0,1,0,0,7,1,0,0,0,0,0,0,0,0,0,0
404,405,2,1,0,0,1,0,1,1,0,0,0,1,0,1,7,1,0,0,0,0,0,0,0,0,0,0
405,406,1,1,0,0,0,0,1,2,1,2,0,0,4,0,4,0,0,0,0,0,1,0,0,0,0,0
407,408,2,1,0,0,1,1,1,3,2,30,0,1,2,1,5,0,0,0,0,0,0,0,1,0,0,0
408,409,1,1,0,0,1,0,1,2,0,2,0,0,1,0,4,0,0,0,0,0,0,0,1,0,0,0
409,410,1,1,0,3,0,0,1,1,0,0,0,1,1,0,9,1,0,0,0,0,0,0,0,0,0,0
411,412,1,3,0,1,1,0,0,1,0,0,0,0,3,1,7,0,0,0,0,1,0,0,0,0,0,0
414,415,2,2,0,1,0,0,1,2,0,0,0,1,4,1,11,0,0,0,0,0,1,0,0,0,0,0
415,416,2,1,0,0,1,0,1,1,0,0,0,1,3,1,5,0,0,0,0,0,0,0,0,0,0,1
418,419,0,3,0,0,1,1,1,1,1,1,0,1,1,1,4,0,1,0,0,0,0,0,0,0,0,0
419,420,0,1,0,0,1,0,1,1,1,4,0,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0
421,422,0,3,0,1,1,0,1,3,0,0,0,1,1,1,7,0,0,0,0,1,0,0,0,0,0,0
422,423,1,3,0,1,0,0,1,1,0,0,0,0,4,0,3,0,0,0,0,0,1,0,0,0,0,0
424,425,2,2,0,1,1,0,1,2,0,0,0,0,3,1,5,0,1,0,0,0,0,0,0,0,0,0
425,426,1,3,0,0,1,0,1,4,0,0,0,1,1,1,5,0,0,0,0,1,0,0,0,0,0,0
426,427,0,1,0,0,1,0,1,1,0,7,1,1,0,0,9,0,0,0,0,0,0,0,0,0,1,0
428,429,1,3,0,0,0,0,1,4,0,0,0,1,1,1,8,0,0,0,0,1,0,0,0,0,0,0
431,432,0,1,0,0,1,0,1,1,0,0,0,1,1,0,5,0,0,0,0,0,0,0,0,0,1,0
433,434,0,3,0,0,0,0,1,2,0,1,2,0,1,1,5,0,0,0,0,1,0,0,0,0,0,0
434,435,0,3,0,0,1,0,1,2,0,3,1,1,1,0,9,1,0,0,0,0,0,0,0,0,0,0
435,436,1,1,0,0,1,0,1,2,0,1,0,1,1,1,11,0,0,0,0,0,0,0,1,0,0,0
436,437,1,3,0,1,0,0,1,2,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,1,0
438,439,1,2,0,0,1,0,1,3,0,0,0,0,1,0,5,0,1,0,0,0,0,0,0,0,0,0
439,440,1,2,0,0,0,0,1,11,0,0,0,0,2,0,8,0,1,0,0,0,0,0,0,0,0,0
442,443,0,3,0,0,0,0,1,7,0,0,0,1,1,1,8,0,0,0,0,0,0,0,0,0,1,0
444,445,2,3,0,0,0,0,1,2,0,0,0,0,1,0,8,0,0,0,0,1,0,0,0,0,0,0
446,447,0,1,0,0,1,0,1,2,0,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,1,0
447,448,1,1,0,0,1,0,1,2,0,0,0,0,1,1,4,0,1,0,0,0,0,0,0,0,0,0
449,450,1,1,0,0,0,1,1,1,1,2,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0
450,451,1,1,0,1,1,0,1,2,0,0,0,1,2,0,4,0,0,0,0,0,0,0,0,0,1,0
451,452,1,1,0,0,1,0,1,2,0,0,0,0,2,0,7,0,0,0,0,1,0,0,0,0,0,0
452,453,2,1,0,0,1,1,1,1,0,0,0,0,2,0,11,0,0,0,0,0,0,0,0,0,0,1
454,455,1,1,0,0,0,0,1,1,0,0,0,1,2,0,7,0,0,0,0,1,0,0,0,0,0,0
456,457,0,1,0,0,0,0,1,1,0,0,0,1,0,1,6,0,1,0,0,0,0,0,0,0,0,0
458,459,1,3,0,0,0,0,1,3,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0
459,460,1,3,0,0,0,0,1,2,0,0,0,1,1,1,4,1,0,0,0,0,0,0,0,0,0,0
460,461,1,3,0,0,1,0,1,1,0,0,0,1,1,0,7,0,0,0,0,1,0,0,0,0,0,0
461,462,0,2,0,0,1,0,1,2,0,0,0,1,0,1,5,0,1,0,0,0,0,0,0,0,0,0
462,463,0,3,0,0,1,0,1,1,2,1,2,0,1,0,5,0,0,0,0,1,0,0,0,0,0,0
463,464,0,1,0,0,0,0,1,2,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,1,0,0
466,467,1,1,0,1,1,0,1,3,1,2,1,0,2,0,3,0,0,0,0,0,0,0,0,0,1,0
468,469,1,3,0,0,1,1,1,1,0,0,0,0,1,0,7,0,0,0,0,1,0,0,0,0,0,0
469,470,1,1,0,0,1,0,1,1,0,0,0,0,1,0,11,0,0,1,0,0,0,0,0,0,0,0
472,473,1,3,0,0,1,0,1,2,0,0,0,0,1,0,7,0,0,1,0,0,0,0,0,0,0,0
473,474,1,3,0,0,0,0,0,2,0,0,0,1,2,1,8,0,0,1,0,0,0,0,0,0,0,0
474,475,1,2,0,0,1,0,1,2,0,0,0,0,2,1,5,0,1,0,0,0,0,0,0,0,0,0
475,476,1,1,0,2,0,0,1,6,0,0,0,0,3,1,5,1,0,0,0,0,0,0,0,0,0,0
476,477,1,2,0,0,1,0,1,3,2,2,0,1,1,1,5,0,1,0,0,0,0,0,0,0,0,0
477,478,1,1,0,0,1,1,1,2,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0
478,479,1,3,0,2,1,0,1,2,0,0,0,0,1,0,5,0,0,1,0,0,0,0,0,0,0,0
480,481,0,3,0,0,1,0,1,1,0,2,1,1,1,0,4,0,0,0,0,1,0,0,0,0,0,0
481,482,1,1,0,1,1,0,1,2,0,0,0,0,1,1,4,0,1,0,0,0,0,0,0,0,0,0
482,483,1,1,0,1,0,0,1,1,1,1,0,1,2,1,6,0,1,0,0,0,0,0,0,0,0,0
483,484,2,3,0,3,1,0,1,3,0,0,0,0,1,0,5,0,0,0,0,1,0,0,0,0,0,0
485,486,1,2,0,0,0,0,1,4,0,0,0,1,2,1,8,0,1,0,0,0,0,0,0,0,0,0
486,487,1,2,0,0,0,0,1,12,0,0,0,0,3,1,8,0,1,0,0,0,0,0,0,0,0,0
488,489,1,3,0,2,0,0,1,3,0,0,0,0,3,0,8,0,0,0,0,1,0,0,0,0,0,0
490,491,1,3,0,0,0,0,1,3,0,0,0,1,2,0,9,0,0,0,0,1,0,0,0,0,0,0
492,493,1,2,0,0,0,1,0,4,1,4,0,0,3,0,2,0,1,0,0,0,0,0,0,0,0,0
493,494,0,1,0,0,1,0,1,1,2,1,0,0,3,1,5,0,0,0,0,0,0,0,1,0,0,0
494,495,2,3,0,0,1,0,1,26,0,0,0,0,1,0,6,0,0,0,0,1,0,0,0,0,0,0
497,498,1,3,0,0,0,0,1,24,0,0,0,0,2,0,8,0,0,0,0,1,0,0,0,0,0,0
498,499,1,1,0,0,0,0,1,4,0,0,0,0,1,0,8,0,0,0,0,0,0,0,0,0,1,0
499,500,0,1,0,0,0,0,1,3,1,2,0,1,1,1,5,0,0,0,0,0,0,0,0,0,1,0
501,502,0,2,0,0,1,1,1,2,0,0,0,1,0,1,5,0,1,0,0,0,0,0,0,0,0,0
503,504,1,1,0,0,0,0,1,3,1,2,1,1,1,1,2,0,0,0,0,0,0,0,1,0,0,0
505,506,0,1,0,0,0,0,1,1,0,0,0,0,2,0,5,1,0,0,0,0,0,0,0,0,0,0
506,507,1,1,0,0,1,0,1,1,0,0,0,0,1,0,6,0,1,0,0,0,0,0,0,0,0,0
507,508,1,2,0,0,1,0,1,2,0,0,0,1,1,1,5,0,1,0,0,0,0,0,0,0,0,0
508,509,1,3,0,0,1,0,1,1,1,3,1,1,2,1,5,0,0,0,0,1,0,0,0,0,0,0
509,510,1,1,0,1,1,0,1,1,0,0,0,1,2,1,4,0,0,0,0,0,0,0,1,0,0,0
510,511,2,2,0,0,0,0,1,2,0,0,0,0,1,0,7,0,1,0,0,0,0,0,0,0,0,0
512,513,1,2,0,0,1,0,1,2,1,2,2,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0
513,514,0,1,0,0,0,0,1,1,0,0,0,1,3,0,7,1,0,0,0,0,0,0,0,0,0,0
514,515,1,3,0,1,1,0,1,1,0,0,0,0,3,1,5,0,0,0,0,1,0,0,0,0,0,0
515,516,0,1,0,0,1,0,1,4,0,0,0,1,2,1,5,0,0,0,0,0,0,0,0,0,1,0
516,517,1,1,0,0,1,0,1,1,0,0,0,0,1,0,5,1,0,0,0,0,0,0,0,0,0,0
517,518,1,2,0,1,0,0,0,3,0,0,0,0,3,0,7,0,1,0,0,0,0,0,0,0,0,0
518,519,1,2,0,0,1,0,1,1,0,0,0,1,3,1,5,0,1,0,0,0,0,0,0,0,0,0
519,520,1,3,0,0,0,0,1,2,0,0,0,0,1,0,8,0,0,0,0,1,0,0,0,0,0,0
520,521,0,3,0,0,0,0,1,1,0,0,0,1,1,1,6,0,0,0,0,1,0,0,0,0,0,0
522,523,0,1,0,0,0,0,1,1,0,2,1,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0
524,525,1,3,0,0,0,0,1,4,0,0,0,0,1,0,8,0,0,0,0,0,0,0,0,0,0,1
525,526,1,1,0,0,1,1,1,11,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,1,0
526,527,1,2,0,0,1,0,1,1,2,2,0,0,1,0,5,1,0,0,0,0,0,0,0,0,0,0
527,528,0,3,0,0,0,0,1,1,0,0,0,1,0,1,9,0,0,0,0,1,0,0,0,0,0,0
528,529,2,2,0,0,1,1,1,1,0,0,0,1,2,1,5,0,1,0,0,0,0,0,0,0,0,0
529,530,1,1,0,3,0,0,1,5,1,3,1,1,4,1,11,0,0,0,0,0,1,0,0,0,0,0
530,531,0,1,0,1,0,1,0,2,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0
531,532,2,1,0,0,1,0,1,4,1,5,1,0,1,0,12,0,0,1,0,0,0,0,0,0,0,0
534,535,0,3,0,1,0,0,1,1,0,0,0,1,1,1,11,0,0,0,0,0,0,1,0,0,0,0
535,536,0,3,0,0,1,0,1,2,0,0,0,1,0,0,3,0,0,0,0,1,0,0,0,0,0,0
536,537,0,1,0,0,0,1,1,1,0,0,0,0,1,1,11,0,0,0,0,1,0,0,0,0,0,0
537,538,1,2,0,0,1,0,1,1,0,0,0,0,2,0,5,0,1,0,0,0,0,0,0,0,0,0
539,540,1,2,0,1,1,0,1,1,0,0,0,1,1,1,11,0,1,0,0,0,0,0,0,0,0,0
542,543,2,1,0,0,0,0,1,3,0,0,0,1,4,1,4,0,0,0,0,0,1,0,0,0,0,0
543,544,1,3,0,0,0,0,1,1,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0
547,548,1,2,0,0,0,0,1,4,0,0,0,1,4,0,2,0,0,0,0,0,1,0,0,0,0,0
548,549,0,3,0,2,0,0,1,1,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,1,0
549,550,1,1,0,0,1,0,1,6,0,0,0,0,1,0,5,0,1,0,0,0,0,0,0,0,0,0
550,551,1,2,0,1,1,0,1,1,0,0,0,0,3,0,5,0,0,0,0,0,1,0,0,0,0,0
554,555,0,2,0,0,0,0,1,1,0,0,0,0,1,0,6,0,1,0,0,0,0,0,0,0,0,0
555,556,1,3,0,0,0,0,1,5,0,0,0,0,3,0,7,0,0,1,0,0,0,0,0,0,0,0
556,557,1,2,0,0,0,0,1,2,0,0,0,0,2,0,6,0,0,0,0,0,1,0,0,0,0,0
557,558,0,1,0,1,1,1,1,10,0,0,0,0,0,1,8,0,0,0,0,1,0,0,0,0,0,0
558,559,1,1,0,0,0,0,1,10,0,0,0,1,1,1,8,0,0,0,0,0,0,0,0,0,1,0
559,560,0,3,0,0,0,0,1,3,0,0,0,1,2,0,5,0,0,0,0,0,0,1,0,0,0,0
560,561,0,1,0,0,1,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
561,562,1,3,0,0,1,0,1,1,0,0,0,1,1,1,5,1,0,0,0,0,0,0,0,0,0,0
562,563,0,3,0,0,0,0,1,1,2,1,0,1,0,1,4,0,0,0,0,1,0,0,0,0,0,0
564,565,1,3,0,0,1,0,1,3,0,0,0,1,1,0,6,0,0,0,0,1,0,0,0,0,0,0
566,567,1,2,0,1,0,0,1,6,0,0,0,0,1,0,7,0,1,0,0,0,0,0,0,0,0,0
567,568,1,1,0,0,0,0,1,1,0,0,0,1,3,1,2,1,0,0,0,0,0,0,0,0,0,0
570,571,1,1,0,0,1,0,1,3,0,0,0,0,3,1,4,0,1,0,0,0,0,0,0,0,0,0
571,572,1,3,0,0,0,0,1,3,0,0,0,1,3,0,2,0,0,0,0,1,0,0,0,0,0,0
572,573,1,2,0,0,1,0,1,1,0,0,0,0,2,1,5,0,1,0,0,0,0,0,0,0,0,0
573,574,0,3,0,0,0,0,1,1,0,0,0,1,0,1,9,0,0,0,0,1,0,0,0,0,0,0
574,575,1,3,0,0,1,0,1,4,0,0,0,1,2,1,7,1,0,0,0,0,0,0,0,0,0,0
575,576,1,3,0,0,0,0,1,1,0,0,0,0,1,1,7,0,0,0,0,1,0,0,0,0,0,0
576,577,1,1,0,0,1,1,1,3,0,0,0,0,2,0,5,1,0,0,0,0,0,0,0,0,0,0
577,578,1,3,0,0,0,0,1,2,0,0,0,1,3,0,6,0,0,0,0,1,0,0,0,0,0,0
578,579,0,1,0,0,1,1,1,2,0,0,0,1,0,1,5,0,1,0,0,0,0,0,0,0,0,0
580,581,0,3,0,2,0,0,1,2,0,0,0,1,0,1,6,0,0,0,0,1,0,0,0,0,0,0
581,582,1,3,0,1,0,0,1,1,0,7,1,1,4,1,8,0,0,0,0,0,1,0,0,0,0,0
583,584,1,3,0,2,1,0,1,4,0,0,0,0,3,0,11,0,0,0,0,1,0,0,0,0,0,0
584,585,1,1,0,0,1,0,1,3,0,0,0,1,1,1,12,0,0,0,0,0,0,0,0,0,1,0
585,586,0,1,0,0,0,1,1,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1,0
588,589,1,1,0,0,1,0,1,10,0,0,0,1,0,1,6,0,0,0,0,1,0,0,0,0,0,0
590,591,1,2,0,1,0,0,1,2,0,0,0,0,3,0,6,0,0,0,0,0,1,0,0,0,0,0
591,592,1,3,0,0,1,1,1,1,1,2,0,0,3,0,11,0,0,0,0,1,0,0,0,0,0,0
593,594,1,1,0,0,1,0,1,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0
595,596,1,1,0,1,0,0,1,2,0,0,0,0,1,0,5,0,0,0,0,0,0,0,1,0,0,0
596,597,1,1,0,1,1,0,1,2,0,0,0,0,2,0,11,1,0,0,0,0,0,0,0,0,0,0
597,598,2,1,0,0,1,0,1,1,1,2,2,0,1,1,11,1,0,0,0,0,0,0,0,0,0,0
600,601,0,3,0,0,1,0,1,1,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0
602,603,1,3,0,1,0,0,1,2,0,0,0,1,4,0,2,0,0,0,0,0,1,0,0,0,0,0
603,604,0,1,0,0,1,0,1,6,0,0,0,1,2,1,5,0,0,0,0,0,0,0,0,0,1,0
604,605,0,1,0,1,1,0,1,2,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,1,0
605,606,1,2,0,0,0,0,1,2,0,0,0,1,3,1,10,0,0,0,0,0,0,0,0,0,1,0
607,608,2,1,0,0,1,0,1,1,0,0,0,1,1,1,5,0,1,0,0,0,0,0,0,0,0,0
608,609,0,1,0,0,1,0,1,4,0,0,0,1,0,1,5,1,0,0,0,0,0,0,0,0,0,0
609,610,0,1,0,0,0,0,0,14,0,0,0,0,1,0,7,0,0,0,0,0,0,0,1,0,0,0
610,611,1,1,0,0,0,1,1,4,0,0,0,0,3,0,7,0,0,1,0,0,0,0,0,0,0,0
611,612,0,1,0,0,0,0,1,1,1,1,1,1,0,1,2,0,0,0,0,0,0,0,0,1,0,0
612,613,1,1,0,0,1,0,1,3,1,7,0,1,1,1,11,0,0,0,0,0,0,0,0,0,0,1
613,614,1,1,0,2,0,0,1,10,0,0,0,0,3,0,8,0,1,0,0,0,0,0,0,0,0,0
615,616,1,3,0,0,1,0,1,2,0,4,0,0,3,1,11,0,0,0,0,1,0,0,0,0,0,0
616,617,1,2,0,1,1,0,1,2,0,0,0,0,1,0,4,0,1,0,0,0,0,0,0,0,0,0
618,619,1,1,0,0,1,0,1,1,5,2,0,1,1,0,8,0,1,0,0,0,0,0,0,0,0,0
619,620,1,2,0,1,1,0,1,2,0,0,0,0,1,0,5,0,1,0,0,0,0,0,0,0,0,0
620,621,2,3,0,3,1,1,1,2,0,0,0,0,2,0,7,0,0,0,0,1,0,0,0,0,0,0
622,623,2,3,0,2,0,0,1,4,1,2,2,0,1,1,11,0,0,0,1,0,0,0,0,0,0,0
623,624,1,3,0,1,1,0,1,1,0,9,0,1,1,0,2,0,0,0,0,1,0,0,0,0,0,0
624,625,2,1,0,0,0,0,1,1,0,0,0,1,3,0,6,1,0,0,0,0,0,0,0,0,0,0
627,628,1,1,0,0,1,1,1,3,0,0,0,0,2,1,6,0,0,0,0,0,0,0,1,0,0,0
629,630,1,1,0,0,1,0,1,1,0,3,1,1,1,1,11,0,1,0,0,0,0,0,0,0,0,0
630,631,0,1,0,0,0,0,1,1,0,0,0,0,1,1,8,0,0,0,0,0,0,0,0,0,1,0
634,635,2,1,0,0,0,0,1,1,0,0,0,1,4,1,6,0,0,0,0,0,1,0,0,0,0,0
635,636,1,1,0,0,0,0,1,1,0,2,1,1,2,1,6,0,0,0,0,0,0,0,1,0,0,0
637,638,2,1,0,0,1,1,1,1,0,2,1,1,2,1,5,1,0,0,0,0,0,0,0,0,0,0
638,639,0,3,0,2,0,0,1,2,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0
639,640,1,1,0,0,1,0,1,1,0,0,0,1,4,1,10,0,0,0,0,0,1,0,0,0,0,0
640,641,2,1,0,1,0,0,1,1,0,1,1,1,2,1,5,1,0,0,0,0,0,0,0,0,0,0
641,642,1,1,0,1,0,0,1,2,0,0,0,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0
644,645,1,1,0,2,1,0,1,1,1,2,0,0,1,1,11,1,0,0,0,0,0,0,0,0,0,0
645,646,0,1,0,2,0,0,1,1,0,0,0,1,0,1,7,0,0,0,0,0,0,0,0,0,1,0
648,649,1,1,0,1,0,1,1,2,0,0,0,0,1,0,8,0,0,0,0,0,0,0,0,0,1,0
650,651,0,3,0,1,1,0,1,10,0,0,0,1,1,1,6,0,1,0,0,0,0,0,0,0,0,0
651,652,1,3,0,0,0,0,1,1,0,0,0,1,1,0,2,0,0,0,0,1,0,0,0,0,0,0
652,653,1,3,0,3,0,0,1,1,3,2,0,1,2,1,1,0,0,0,0,1,0,0,0,0,0,0
655,656,1,1,0,0,0,0,1,2,0,0,0,1,3,0,12,1,0,0,0,0,0,0,0,0,0,0
657,658,1,3,0,0,0,0,1,3,0,0,0,1,1,0,10,0,0,0,0,0,0,0,0,0,1,0
658,659,1,1,0,0,1,0,1,3,0,2,1,0,2,0,2,0,0,0,0,0,0,0,0,0,1,0
659,660,1,3,0,0,0,0,1,3,0,2,1,1,1,1,9,0,0,0,0,0,0,0,0,0,1,0
661,662,0,1,0,1,0,0,1,3,0,0,0,1,0,1,6,0,0,0,1,0,0,0,0,0,0,0
663,664,0,3,0,0,0,0,1,3,0,1,2,1,0,0,7,0,0,0,0,0,0,0,0,0,0,1
664,665,1,1,0,0,0,0,1,4,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,1,0
666,667,0,1,0,0,1,0,1,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0
668,669,1,2,0,0,0,0,1,1,0,0,0,1,4,0,2,0,0,0,0,0,1,0,0,0,0,0
669,670,1,1,0,0,1,0,1,1,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0
670,671,1,1,0,0,1,0,1,1,2,1,0,0,2,0,5,0,1,0,0,0,0,0,0,0,0,0
671,672,2,1,0,2,0,0,1,2,0,0,0,0,2,0,6,1,0,0,0,0,0,0,0,0,0,0
672,673,1,2,0,1,0,0,1,2,0,0,0,1,3,1,6,0,0,0,1,0,0,0,0,0,0,0
673,674,1,1,0,0,1,1,1,24,0,0,0,1,1,1,7,0,0,1,0,0,0,0,0,0,0,0
674,675,1,3,0,1,0,0,1,1,0,0,0,0,3,0,8,0,0,0,0,1,0,0,0,0,0,0
676,677,1,1,0,0,1,0,1,1,0,0,0,0,1,0,5,0,1,0,0,0,0,0,0,0,0,0
677,678,1,1,0,0,1,1,1,3,0,0,0,0,2,0,11,1,0,0,0,0,0,0,0,0,0,0
678,679,1,3,0,0,1,0,1,8,0,0,0,0,2,0,8,0,0,0,0,1,0,0,0,0,0,0
679,680,1,1,0,0,0,0,1,3,0,0,0,0,2,0,8,0,0,0,0,0,0,0,0,0,1,0
680,681,2,1,0,0,1,0,1,1,0,1,0,0,1,0,11,0,0,0,0,0,0,0,1,0,0,0
681,682,1,3,0,0,1,0,1,1,0,0,0,0,1,1,7,0,0,0,0,1,0,0,0,0,0,0
682,683,0,2,0,1,1,0,1,2,0,3,2,0,1,0,11,0,0,0,0,0,0,0,0,0,1,0
683,684,1,2,0,0,1,0,0,3,0,0,0,0,2,0,7,0,0,0,0,0,1,0,0,0,0,0
684,685,0,1,0,0,0,0,1,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0
685,686,1,2,0,2,0,0,1,2,0,0,0,1,3,0,4,0,1,0,0,0,0,0,0,0,0,0
686,687,0,3,0,1,0,0,1,2,0,2,0,0,0,0,8,0,0,0,0,1,0,0,0,0,0,0
687,688,0,3,0,0,0,0,1,4,0,0,0,0,1,0,8,0,0,0,0,0,0,0,0,0,1,0
689,690,1,1,0,0,0,0,1,1,1,2,1,1,3,0,8,0,0,0,0,0,0,0,0,0,0,1
690,691,0,1,0,0,0,0,1,2,0,0,0,0,1,0,6,0,1,0,0,0,0,0,0,0,0,0
692,693,1,3,0,0,0,0,1,7,0,0,0,0,2,0,6,0,0,0,0,1,0,0,0,0,0,0
693,694,0,3,0,0,1,0,1,1,0,1,1,1,0,0,9,0,0,0,0,1,0,0,0,0,0,0
696,697,2,1,0,0,0,1,1,4,0,0,0,0,2,0,7,0,0,0,0,0,1,0,0,0,0,0
697,698,0,1,0,0,0,1,1,2,0,0,0,0,2,0,8,0,0,0,0,0,0,0,0,0,1,0
698,699,2,3,0,3,0,0,1,4,2,3,0,0,3,0,4,0,0,0,0,0,1,0,0,0,0,0
699,700,2,1,0,1,1,1,1,2,1,1,2,1,1,1,11,0,0,0,0,0,0,0,0,0,1,0
700,701,0,1,0,1,1,0,1,1,0,0,0,0,2,1,5,0,1,0,0,0,0,0,0,0,0,0
702,703,0,3,0,0,0,0,1,1,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0
703,704,1,3,0,1,1,1,1,1,0,4,0,1,2,1,2,0,0,0,0,0,0,0,0,0,1,0
704,705,1,3,0,0,0,1,1,2,0,0,0,0,2,0,8,0,0,0,0,1,0,0,0,0,0,0
705,706,1,1,0,1,1,0,1,2,0,0,0,0,1,0,7,1,0,0,0,0,0,0,0,0,0,0
706,707,2,1,0,0,1,0,1,1,0,0,0,0,1,0,5,1,0,0,0,0,0,0,0,0,0,0
710,711,1,1,0,3,1,0,1,1,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0
713,714,1,1,0,0,1,0,1,4,0,0,0,1,0,1,8,0,0,0,0,0,0,0,0,0,1,0
714,715,1,1,0,1,1,0,1,1,0,0,0,1,2,1,8,0,0,0,0,0,0,0,0,0,1,0
715,716,0,1,0,2,0,0,1,1,0,2,0,1,0,0,8,1,0,0,0,0,0,0,0,0,0,0
717,718,0,1,0,0,1,0,1,3,0,0,0,1,0,1,5,0,0,0,0,0,0,0,0,0,1,0
718,719,1,1,0,0,1,1,1,2,0,0,0,0,2,0,6,1,0,0,0,0,0,0,0,0,0,0
719,720,0,1,0,0,1,0,1,1,0,0,0,0,1,0,6,1,0,0,0,0,0,0,0,0,0,0
721,722,1,3,0,0,1,0,1,1,0,0,0,0,1,0,5,0,0,1,0,0,0,0,0,0,0,0
723,724,2,1,0,1,0,0,1,1,2,9,2,1,3,1,8,0,0,0,0,0,1,0,0,0,0,0
724,725,0,2,0,0,1,0,1,2,0,0,0,1,2,1,7,0,1,0,0,0,0,0,0,0,0,0
725,726,0,3,0,1,0,0,0,2,1,6,2,0,1,0,8,0,0,0,0,0,0,0,0,0,1,0
727,728,1,3,0,2,0,0,1,2,0,0,0,1,2,1,11,0,0,0,0,1,0,0,0,0,0,0
728,729,0,3,0,1,0,0,1,2,0,0,0,0,3,0,11,0,0,0,0,1,0,0,0,0,0,0
729,730,2,2,0,0,1,0,1,6,0,0,0,0,1,0,5,0,1,0,0,0,0,0,0,0,0,0
730,731,0,3,0,0,0,0,1,2,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0
731,732,1,2,0,0,1,0,1,1,0,0,0,0,2,0,5,1,0,0,0,0,0,0,0,0,0,0
732,733,1,3,0,0,1,0,1,2,2,6,2,0,1,1,5,0,0,0,0,1,0,0,0,0,0,0
733,734,1,3,0,0,1,0,1,1,0,0,0,0,1,0,7,0,0,1,0,0,0,0,0,0,0,0
